SortOrder;Days Before LU;Location;Merchant Category;KI Country;KI Alpha2;Longitude;Latitude;AVG Spend;Anz Trx;AVG Spend;Anz Trx;Sum;MyLocation
2848;5;Bern;Hotel;United States;US;7.41;46.95;S;XS;3;2;6;Luzern
2849;5;Bern;Other;United States;US;7.41;46.95;XS;S;2;3;6;Luzern
2850;5;Bern;Restaurant;United States;US;7.41;46.95;S;XS;3;2;6;Luzern
2851;5;Bern;Shopping;United States;US;7.41;46.95;XS;XS;2;2;4;Luzern
2852;5;Bern;Transportation;United States;US;7.41;46.95;M;XS;5;2;10;Luzern
2853;5;Broc;FoodStore;United States;US;7.12;46.6;XS;S;2;3;6;Luzern
2854;5;Genève;Hotel;United States;US;6.14;46.21;S;XXS;3;1;3;Luzern
2855;5;Genève;Restaurant;United States;US;6.14;46.21;S;S;3;3;9;Luzern
2856;5;Genève;Shopping;United States;US;6.14;46.21;S;XXS;3;1;3;Luzern
2857;5;Genève;Supermarket;United States;US;6.14;46.21;XS;S;2;3;6;Luzern
2858;5;Grindelwald;Supermarket;United States;US;8.05;46.62;XS;XXS;2;1;2;Luzern
2859;5;Interlaken;Restaurant;United States;US;7.86;46.69;S;S;3;3;9;Luzern
2860;5;Interlaken;Service Stations;United States;US;7.86;46.69;XS;XS;2;2;4;Luzern
2861;5;Interlaken;Shopping;United States;US;7.86;46.69;M;XS;5;2;10;Luzern
2862;5;Interlaken;Supermarket;United States;US;7.86;46.69;XS;XS;2;2;4;Luzern
2863;5;Interlaken;Transportation;United States;US;7.86;46.69;XS;XS;2;2;4;Luzern
2864;5;Lausanne;Service Stations;United States;US;6.63;46.52;S;XXS;3;1;3;Luzern
2865;5;Lauterbrunnen;Hotel;United States;US;7.89;46.55;M;XS;5;2;10;Luzern
2866;5;Luzern;Bakeries;United States;US;8.33;47.05;XXS;XXS;1;1;1;Luzern
2867;5;Luzern;Hotel;United States;US;8.33;47.05;L;XS;8;2;16;Luzern
2868;5;Luzern;Restaurant;United States;US;8.33;47.05;XS;S;2;3;6;Luzern
2869;5;Luzern;Shopping;United States;US;8.33;47.05;XS;S;2;3;6;Luzern
2870;5;Luzern;Supermarket;United States;US;8.33;47.05;XS;M;2;5;10;Luzern
2871;5;Montreux;Supermarket;United States;US;6.94;46.45;XS;XS;2;2;4;Luzern
2872;5;Montreux;Transportation;United States;US;6.94;46.45;XS;XXS;2;1;2;Luzern
2873;5;Mürren;Restaurant;United States;US;7.88;46.57;S;XXS;3;1;3;Luzern
2874;5;Mürren;Transportation;United States;US;7.88;46.57;S;XXS;3;1;3;Luzern
2875;5;St. Moritz;Hotel;United States;US;9.82;46.49;M;S;5;3;15;Luzern
2876;5;St. Moritz;Supermarket;United States;US;9.82;46.49;XS;XS;2;2;4;Luzern
2877;5;Wengen;Hotel;United States;US;7.91;46.6;M;XS;5;2;10;Luzern
2878;5;Wengen;Restaurant;United States;US;7.91;46.6;S;XS;3;2;6;Luzern
2879;5;Zermatt;Hotel;United States;US;7.75;45.99;M;XXS;5;1;5;Luzern
2880;5;Zermatt;Restaurant;United States;US;7.75;45.99;M;XS;5;2;10;Luzern
2881;5;Zermatt;Shopping;United States;US;7.75;45.99;M;S;5;3;15;Luzern
2882;5;Zermatt;Supermarket;United States;US;7.75;45.99;XS;S;2;3;6;Luzern
2883;5;Zürich;FoodStore;United States;US;8.48;47.36;XS;XXS;2;1;2;Luzern
2884;5;Zürich;Hotel;United States;US;8.48;47.36;M;XS;5;2;10;Luzern
2885;5;Zürich;Other;United States;US;8.48;47.36;S;S;3;3;9;Luzern
2886;5;Zürich;Restaurant;United States;US;8.48;47.36;S;M;3;5;15;Luzern
2887;5;Zürich;Shopping;United States;US;8.48;47.36;S;S;3;3;9;Luzern
2888;5;Zürich;Supermarket;United States;US;8.48;47.36;XS;S;2;3;6;Luzern
2889;5;Zürich Flughafen;Restaurant;United States;US;8.52;47.35;XS;XS;2;2;4;Luzern
2890;4;Basel;Restaurant;United States;US;7.58;47.56;XS;XXS;2;1;2;Luzern
2891;4;Basel;Supermarket;United States;US;7.58;47.56;XS;XS;2;2;4;Luzern
2892;4;Bern;Hotel;United States;US;7.41;46.95;XS;XS;2;2;4;Luzern
2893;4;Bern;Restaurant;United States;US;7.41;46.95;S;XS;3;2;6;Luzern
2894;4;Bern;Shopping;United States;US;7.41;46.95;XS;XXS;2;1;2;Luzern
2895;4;Bern;Supermarket;United States;US;7.41;46.95;XS;XS;2;2;4;Luzern
2896;4;Bern;Transportation;United States;US;7.41;46.95;M;S;5;3;15;Luzern
2897;4;Broc;FoodStore;United States;US;7.12;46.6;XS;XS;2;2;4;Luzern
2898;4;Genève;Restaurant;United States;US;6.14;46.21;XS;S;2;3;6;Luzern
2899;4;Genève;Shopping;United States;US;6.14;46.21;XS;XXS;2;1;2;Luzern
2900;4;Grindelwald;Shopping;United States;US;8.05;46.62;S;XS;3;2;6;Luzern
2901;4;Grindelwald;Transportation;United States;US;8.05;46.62;M;XS;5;2;10;Luzern
2902;4;Interlaken;Hotel;United States;US;7.86;46.69;M;S;5;3;15;Luzern
2903;4;Interlaken;Restaurant;United States;US;7.86;46.69;S;XS;3;2;6;Luzern
2904;4;Interlaken;Shopping;United States;US;7.86;46.69;XS;XXS;2;1;2;Luzern
2905;4;Interlaken;Supermarket;United States;US;7.86;46.69;XS;S;2;3;6;Luzern
2906;4;Jungfraujoch;Shopping;United States;US;7.98;46.55;S;XS;3;2;6;Luzern
2907;4;Lausanne;Other;United States;US;6.63;46.52;XS;XS;2;2;4;Luzern
2908;4;Lauterbrunnen;Hotel;United States;US;7.89;46.55;M;XXS;5;1;5;Luzern
2909;4;Lauterbrunnen;Supermarket;United States;US;7.89;46.55;XS;S;2;3;6;Luzern
2910;4;Lugano;Shopping;United States;US;8.98;46.01;S;XXS;3;1;3;Luzern
2911;4;Luzern;Bakeries;United States;US;8.33;47.05;XS;S;2;3;6;Luzern
2912;4;Luzern;Hotel;United States;US;8.33;47.05;S;S;3;3;9;Luzern
2913;4;Luzern;Restaurant;United States;US;8.33;47.05;S;M;3;5;15;Luzern
2914;4;Luzern;Shopping;United States;US;8.33;47.05;S;S;3;3;9;Luzern
2915;4;Luzern;Supermarket;United States;US;8.33;47.05;XS;M;2;5;10;Luzern
2916;4;Montreux;Hotel;United States;US;6.94;46.45;M;XXS;5;1;5;Luzern
2917;4;Montreux;Restaurant;United States;US;6.94;46.45;S;XS;3;2;6;Luzern
2918;4;Mürren;Restaurant;United States;US;7.88;46.57;S;XS;3;2;6;Luzern
2919;4;Mürren;Transportation;United States;US;7.88;46.57;S;XS;3;2;6;Luzern
2920;4;St. Moritz;Hotel;United States;US;9.82;46.49;S;XS;3;2;6;Luzern
2921;4;Wengen;Hotel;United States;US;7.91;46.6;S;XS;3;2;6;Luzern
2922;4;Wengen;Shopping;United States;US;7.91;46.6;XS;XS;2;2;4;Luzern
2923;4;Zermatt;Hotel;United States;US;7.75;45.99;M;XS;5;2;10;Luzern
2924;4;Zermatt;Restaurant;United States;US;7.75;45.99;M;XS;5;2;10;Luzern
2925;4;Zermatt;Shopping;United States;US;7.75;45.99;S;S;3;3;9;Luzern
2926;4;Zermatt;Supermarket;United States;US;7.75;45.99;XS;S;2;3;6;Luzern
2927;4;Zürich;Bakeries;United States;US;8.48;47.36;XS;XS;2;2;4;Luzern
2928;4;Zürich;Hotel;United States;US;8.48;47.36;S;S;3;3;9;Luzern
2929;4;Zürich;Other;United States;US;8.48;47.36;S;S;3;3;9;Luzern
2930;4;Zürich;Restaurant;United States;US;8.48;47.36;S;M;3;5;15;Luzern
2931;4;Zürich;Shopping;United States;US;8.48;47.36;XS;S;2;3;6;Luzern
2932;4;Zürich;Supermarket;United States;US;8.48;47.36;XS;S;2;3;6;Luzern
2933;4;Zürich Flughafen;Restaurant;United States;US;8.52;47.35;XS;XS;2;2;4;Luzern
2934;3;Basel;Restaurant;United States;US;7.58;47.56;S;XS;3;2;6;Luzern
2935;3;Basel;Supermarket;United States;US;7.58;47.56;XS;S;2;3;6;Luzern
2936;3;Bern;Hotel;United States;US;7.41;46.95;M;XS;5;2;10;Luzern
2937;3;Bern;Restaurant;United States;US;7.41;46.95;S;S;3;3;9;Luzern
2938;3;Bern;Shopping;United States;US;7.41;46.95;S;S;3;3;9;Luzern
2939;3;Bern;Supermarket;United States;US;7.41;46.95;XS;S;2;3;6;Luzern
2940;3;Bern;Transportation;United States;US;7.41;46.95;M;S;5;3;15;Luzern
2941;3;Broc;FoodStore;United States;US;7.12;46.6;XS;S;2;3;6;Luzern
2942;3;Genève;Hotel;United States;US;6.14;46.21;M;S;5;3;15;Luzern
2943;3;Genève;Restaurant;United States;US;6.14;46.21;S;S;3;3;9;Luzern
2944;3;Genève;Shopping;United States;US;6.14;46.21;M;S;5;3;15;Luzern
2945;3;Genève;Supermarket;United States;US;6.14;46.21;XS;S;2;3;6;Luzern
2946;3;Grindelwald;Hotel;United States;US;8.05;46.62;M;XXS;5;1;5;Luzern
2947;3;Grindelwald;Shopping;United States;US;8.05;46.62;S;S;3;3;9;Luzern
2948;3;Grindelwald;Transportation;United States;US;8.05;46.62;S;S;3;3;9;Luzern
2949;3;Interlaken;Hotel;United States;US;7.86;46.69;M;XS;5;2;10;Luzern
2950;3;Interlaken;Restaurant;United States;US;7.86;46.69;S;S;3;3;9;Luzern
2951;3;Interlaken;Service Stations;United States;US;7.86;46.69;XS;S;2;3;6;Luzern
2952;3;Interlaken;Shopping;United States;US;7.86;46.69;M;XS;5;2;10;Luzern
2953;3;Interlaken;Supermarket;United States;US;7.86;46.69;XS;M;2;5;10;Luzern
2954;3;Interlaken;Transportation;United States;US;7.86;46.69;S;S;3;3;9;Luzern
2955;3;Jungfraujoch;Shopping;United States;US;7.98;46.55;S;S;3;3;9;Luzern
2956;3;Kriens;Hotel;United States;US;8.26;47.02;XS;XS;2;2;4;Luzern
2957;3;Kriens;Transportation;United States;US;8.26;47.02;S;XXS;3;1;3;Luzern
2958;3;Lausanne;Restaurant;United States;US;6.63;46.52;S;XXS;3;1;3;Luzern
2959;3;Lausanne;Shopping;United States;US;6.63;46.52;XS;XXS;2;1;2;Luzern
2960;3;Lauterbrunnen;Supermarket;United States;US;7.89;46.55;XS;S;2;3;6;Luzern
2961;3;Luzern;Bakeries;United States;US;8.33;47.05;XS;S;2;3;6;Luzern
2962;3;Luzern;Electronic Sales;United States;US;8.33;47.05;S;XXS;3;1;3;Luzern
2963;3;Luzern;Hotel;United States;US;8.33;47.05;M;S;5;3;15;Luzern
2964;3;Luzern;Museum, Theater;United States;US;8.33;47.05;XS;XS;2;2;4;Luzern
2965;3;Luzern;Other;United States;US;8.33;47.05;XS;XXS;2;1;2;Luzern
2966;3;Luzern;Restaurant;United States;US;8.33;47.05;S;L;3;8;24;Luzern
2967;3;Luzern;Shopping;United States;US;8.33;47.05;S;M;3;5;15;Luzern
2968;3;Luzern;Supermarket;United States;US;8.33;47.05;XS;M;2;5;10;Luzern
2969;3;Luzern;Transportation;United States;US;8.33;47.05;S;XS;3;2;6;Luzern
2970;3;Montreux;Supermarket;United States;US;6.94;46.45;XS;XS;2;2;4;Luzern
2971;3;Mürren;Restaurant;United States;US;7.88;46.57;S;S;3;3;9;Luzern
2972;3;Mürren;Supermarket;United States;US;7.88;46.57;XS;S;2;3;6;Luzern
2973;3;Mürren;Transportation;United States;US;7.88;46.57;S;M;3;5;15;Luzern
2974;3;Pratteln;Other;United States;US;7.69;47.52;XS;XS;2;2;4;Luzern
2975;3;St. Moritz;Hotel;United States;US;9.82;46.49;S;S;3;3;9;Luzern
2976;3;St. Moritz;Shopping;United States;US;9.82;46.49;S;XS;3;2;6;Luzern
2977;3;Visp;Service Stations;United States;US;7.88;46.29;XS;XXS;2;1;2;Luzern
2978;3;Wengen;Hotel;United States;US;7.91;46.6;M;XS;5;2;10;Luzern
2979;3;Wengen;Restaurant;United States;US;7.91;46.6;S;XS;3;2;6;Luzern
2980;3;Wengen;Supermarket;United States;US;7.91;46.6;XS;S;2;3;6;Luzern
2981;3;Wengen;Transportation;United States;US;7.91;46.6;S;XS;3;2;6;Luzern
2982;3;Zermatt;Hotel;United States;US;7.75;45.99;S;S;3;3;9;Luzern
2983;3;Zermatt;Restaurant;United States;US;7.75;45.99;S;S;3;3;9;Luzern
2984;3;Zermatt;Shopping;United States;US;7.75;45.99;M;M;5;5;25;Luzern
2985;3;Zermatt;Supermarket;United States;US;7.75;45.99;XS;S;2;3;6;Luzern
2986;3;Zürich;Bakeries;United States;US;8.48;47.36;XS;S;2;3;6;Luzern
2987;3;Zürich;Bar;United States;US;8.48;47.36;S;XS;3;2;6;Luzern
2988;3;Zürich;Clocks, Jewelery;United States;US;8.48;47.36;M;XXS;5;1;5;Luzern
2989;3;Zürich;FoodStore;United States;US;8.48;47.36;XS;S;2;3;6;Luzern
2990;3;Zürich;Hotel;United States;US;8.48;47.36;M;S;5;3;15;Luzern
2991;3;Zürich;Other;United States;US;8.48;47.36;S;S;3;3;9;Luzern
2992;3;Zürich;Restaurant;United States;US;8.48;47.36;S;L;3;8;24;Luzern
2993;3;Zürich;Shopping;United States;US;8.48;47.36;S;M;3;5;15;Luzern
2994;3;Zürich;Supermarket;United States;US;8.48;47.36;XS;M;2;5;10;Luzern
2995;3;Zürich Flughafen;Restaurant;United States;US;8.52;47.35;XS;S;2;3;6;Luzern
2996;2;Basel;Restaurant;United States;US;7.58;47.56;S;S;3;3;9;Luzern
2997;2;Basel;Shopping;United States;US;7.58;47.56;XS;S;2;3;6;Luzern
2998;2;Basel;Supermarket;United States;US;7.58;47.56;XS;S;2;3;6;Luzern
2999;2;Bern;Other;United States;US;7.41;46.95;XS;XS;2;2;4;Luzern
3000;2;Bern;Restaurant;United States;US;7.41;46.95;S;S;3;3;9;Luzern
3001;2;Bern;Shopping;United States;US;7.41;46.95;S;S;3;3;9;Luzern
3002;2;Bern;Supermarket;United States;US;7.41;46.95;XS;S;2;3;6;Luzern
3003;2;Bern;Transportation;United States;US;7.41;46.95;M;S;5;3;15;Luzern
3004;2;Chur;Restaurant;United States;US;9.53;46.85;S;XXS;3;1;3;Luzern
3005;2;Engelberg;Restaurant;United States;US;8.43;46.82;S;S;3;3;9;Luzern
3006;2;Engelberg;Supermarket;United States;US;8.43;46.82;S;XXS;3;1;3;Luzern
3007;2;Engelberg;Transportation;United States;US;8.43;46.82;L;XS;8;2;16;Luzern
3008;2;Genève;Restaurant;United States;US;6.14;46.21;XS;S;2;3;6;Luzern
3009;2;Genève;Shopping;United States;US;6.14;46.21;S;S;3;3;9;Luzern
3010;2;Genève;Supermarket;United States;US;6.14;46.21;XS;S;2;3;6;Luzern
3011;2;Glattbrugg;Hotel;United States;US;8.56;47.4;S;XS;3;2;6;Luzern
3012;2;Grindelwald;Shopping;United States;US;8.05;46.62;S;S;3;3;9;Luzern
3013;2;Grindelwald;Supermarket;United States;US;8.05;46.62;XS;XS;2;2;4;Luzern
3014;2;Grindelwald;Transportation;United States;US;8.05;46.62;M;S;5;3;15;Luzern
3015;2;Interlaken;Clocks, Jewelery;United States;US;7.86;46.69;M;S;5;3;15;Luzern
3016;2;Interlaken;Hotel;United States;US;7.86;46.69;L;S;8;3;24;Luzern
3017;2;Interlaken;Restaurant;United States;US;7.86;46.69;S;S;3;3;9;Luzern
3018;2;Interlaken;Service Stations;United States;US;7.86;46.69;XS;S;2;3;6;Luzern
3019;2;Interlaken;Shopping;United States;US;7.86;46.69;S;S;3;3;9;Luzern
3020;2;Interlaken;Supermarket;United States;US;7.86;46.69;XS;M;2;5;10;Luzern
3021;2;Interlaken;Transportation;United States;US;7.86;46.69;XS;S;2;3;6;Luzern
3022;2;Jungfraujoch;Shopping;United States;US;7.98;46.55;S;S;3;3;9;Luzern
3023;2;Kriens;Hotel;United States;US;8.26;47.02;S;S;3;3;9;Luzern
3024;2;Kriens;Shopping;United States;US;8.26;47.02;S;XS;3;2;6;Luzern
3025;2;Kriens;Transportation;United States;US;8.26;47.02;S;S;3;3;9;Luzern
3026;2;Lauterbrunnen;Hotel;United States;US;7.89;46.55;S;S;3;3;9;Luzern
3027;2;Lauterbrunnen;Supermarket;United States;US;7.89;46.55;XS;S;2;3;6;Luzern
3028;2;Luzern;Bakeries;United States;US;8.33;47.05;XS;M;2;5;10;Luzern
3029;2;Luzern;Clocks, Jewelery;United States;US;8.33;47.05;M;S;5;3;15;Luzern
3030;2;Luzern;Hotel;United States;US;8.33;47.05;M;L;5;8;40;Luzern
3031;2;Luzern;Other;United States;US;8.33;47.05;S;S;3;3;9;Luzern
3032;2;Luzern;Restaurant;United States;US;8.33;47.05;S;XL;3;13;39;Luzern
3033;2;Luzern;Shopping;United States;US;8.33;47.05;S;L;3;8;24;Luzern
3034;2;Luzern;Supermarket;United States;US;8.33;47.05;XS;L;2;8;16;Luzern
3035;2;Luzern;Tourist Attractions;United States;US;8.33;47.05;S;S;3;3;9;Luzern
3036;2;Luzern;Transportation;United States;US;8.33;47.05;S;S;3;3;9;Luzern
3037;2;Montreux;Supermarket;United States;US;6.94;46.45;XS;XXS;2;1;2;Luzern
3038;2;Mürren;Hotel;United States;US;7.88;46.57;S;XXS;3;1;3;Luzern
3039;2;Mürren;Restaurant;United States;US;7.88;46.57;S;S;3;3;9;Luzern
3040;2;Mürren;Supermarket;United States;US;7.88;46.57;XS;XS;2;2;4;Luzern
3041;2;Mürren;Transportation;United States;US;7.88;46.57;S;M;3;5;15;Luzern
3042;2;St. Gallen;Restaurant;United States;US;9.38;47.43;S;XS;3;2;6;Luzern
3043;2;St. Moritz;Hotel;United States;US;9.82;46.49;M;S;5;3;15;Luzern
3044;2;St. Moritz;Shopping;United States;US;9.82;46.49;S;XXS;3;1;3;Luzern
3045;2;Stans;Restaurant;United States;US;8.36;46.96;XS;XS;2;2;4;Luzern
3046;2;Wengen;Hotel;United States;US;7.91;46.6;M;XXS;5;1;5;Luzern
3047;2;Wengen;Restaurant;United States;US;7.91;46.6;S;XS;3;2;6;Luzern
3048;2;Wengen;Shopping;United States;US;7.91;46.6;M;XS;5;2;10;Luzern
3049;2;Wengen;Supermarket;United States;US;7.91;46.6;XS;XS;2;2;4;Luzern
3050;2;Wengen;Transportation;United States;US;7.91;46.6;S;S;3;3;9;Luzern
3051;2;Zermatt;Hotel;United States;US;7.75;45.99;M;S;5;3;15;Luzern
3052;2;Zermatt;Restaurant;United States;US;7.75;45.99;XS;S;2;3;6;Luzern
3053;2;Zermatt;Shopping;United States;US;7.75;45.99;M;M;5;5;25;Luzern
3054;2;Zermatt;Supermarket;United States;US;7.75;45.99;XS;S;2;3;6;Luzern
3055;2;Zürich;Bakeries;United States;US;8.48;47.36;XS;S;2;3;6;Luzern
3056;2;Zürich;Bar;United States;US;8.48;47.36;XS;XS;2;2;4;Luzern
3057;2;Zürich;Clocks, Jewelery;United States;US;8.48;47.36;M;XS;5;2;10;Luzern
3058;2;Zürich;Electronic Sales;United States;US;8.48;47.36;XS;XS;2;2;4;Luzern
3059;2;Zürich;FoodStore;United States;US;8.48;47.36;XS;S;2;3;6;Luzern
3060;2;Zürich;Hotel;United States;US;8.48;47.36;L;M;8;5;40;Luzern
3061;2;Zürich;Other;United States;US;8.48;47.36;S;M;3;5;15;Luzern
3062;2;Zürich;Restaurant;United States;US;8.48;47.36;S;L;3;8;24;Luzern
3063;2;Zürich;Shopping;United States;US;8.48;47.36;S;M;3;5;15;Luzern
3064;2;Zürich;Supermarket;United States;US;8.48;47.36;XS;M;2;5;10;Luzern
3065;2;Zürich;Transportation;United States;US;8.48;47.36;S;XXS;3;1;3;Luzern
3066;2;Zürich;Travel Agency;United States;US;8.48;47.36;M;S;5;3;15;Luzern
3067;2;Zürich Flughafen;Restaurant;United States;US;8.52;47.35;XS;S;2;3;6;Luzern
3068;2;Zürich Flughafen;Service Stations;United States;US;8.52;47.35;XS;XS;2;2;4;Luzern
3069;1;Alpnachstad;Restaurant;United States;US;8.28;46.97;XS;S;2;3;6;Luzern
3070;1;Alpnachstad;Transportation;United States;US;8.28;46.97;M;S;5;3;15;Luzern
3071;1;Basel;Hotel;United States;US;7.58;47.56;M;XS;5;2;10;Luzern
3072;1;Basel;Other;United States;US;7.58;47.56;S;XXS;3;1;3;Luzern
3073;1;Basel;Restaurant;United States;US;7.58;47.56;S;S;3;3;9;Luzern
3074;1;Basel;Shopping;United States;US;7.58;47.56;XS;S;2;3;6;Luzern
3075;1;Basel;Supermarket;United States;US;7.58;47.56;XS;S;2;3;6;Luzern
3076;1;Bern;Bakeries;United States;US;7.41;46.95;XS;XS;2;2;4;Luzern
3077;1;Bern;Electronic Sales;United States;US;7.41;46.95;XS;XS;2;2;4;Luzern
3078;1;Bern;Other;United States;US;7.41;46.95;S;S;3;3;9;Luzern
3079;1;Bern;Restaurant;United States;US;7.41;46.95;S;M;3;5;15;Luzern
3080;1;Bern;Shopping;United States;US;7.41;46.95;S;S;3;3;9;Luzern
3081;1;Bern;Supermarket;United States;US;7.41;46.95;XS;S;2;3;6;Luzern
3082;1;Bern;Tourist Attractions;United States;US;7.41;46.95;XS;S;2;3;6;Luzern
3083;1;Bern;Transportation;United States;US;7.41;46.95;S;M;3;5;15;Luzern
3084;1;Broc;FoodStore;United States;US;7.12;46.6;XS;XS;2;2;4;Luzern
3085;1;Engelberg;Hotel;United States;US;8.43;46.82;S;S;3;3;9;Luzern
3086;1;Engelberg;Restaurant;United States;US;8.43;46.82;XS;M;2;5;10;Luzern
3087;1;Engelberg;Shopping;United States;US;8.43;46.82;S;S;3;3;9;Luzern
3088;1;Engelberg;Supermarket;United States;US;8.43;46.82;XS;XXS;2;1;2;Luzern
3089;1;Engelberg;Transportation;United States;US;8.43;46.82;S;S;3;3;9;Luzern
3090;1;Genève;Restaurant;United States;US;6.14;46.21;XS;S;2;3;6;Luzern
3091;1;Genève;Supermarket;United States;US;6.14;46.21;XS;S;2;3;6;Luzern
3092;1;Glattbrugg;Hotel;United States;US;8.56;47.4;M;XS;5;2;10;Luzern
3093;1;Goldau;Bakeries;United States;US;8.55;47.05;XS;XS;2;2;4;Luzern
3094;1;Grindelwald;Restaurant;United States;US;8.05;46.62;S;XS;3;2;6;Luzern
3095;1;Grindelwald;Shopping;United States;US;8.05;46.62;XS;S;2;3;6;Luzern
3096;1;Grindelwald;Supermarket;United States;US;8.05;46.62;XS;S;2;3;6;Luzern
3097;1;Grindelwald;Transportation;United States;US;8.05;46.62;S;S;3;3;9;Luzern
3098;1;Hergiswil NW;Shopping;United States;US;8.26;46.98;S;XXS;3;1;3;Luzern
3099;1;Interlaken;Clocks, Jewelery;United States;US;7.86;46.69;S;S;3;3;9;Luzern
3100;1;Interlaken;Hotel;United States;US;7.86;46.69;M;S;5;3;15;Luzern
3101;1;Interlaken;Restaurant;United States;US;7.86;46.69;XS;M;2;5;10;Luzern
3102;1;Interlaken;Service Stations;United States;US;7.86;46.69;XS;XS;2;2;4;Luzern
3103;1;Interlaken;Shopping;United States;US;7.86;46.69;S;S;3;3;9;Luzern
3104;1;Interlaken;Supermarket;United States;US;7.86;46.69;XS;M;2;5;10;Luzern
3105;1;Interlaken;Transportation;United States;US;7.86;46.69;M;S;5;3;15;Luzern
3106;1;Interlaken;Travel Agency;United States;US;7.86;46.69;M;S;5;3;15;Luzern
3107;1;Jungfraujoch;Shopping;United States;US;7.98;46.55;S;S;3;3;9;Luzern
3108;1;Kriens;Hotel;United States;US;8.26;47.02;S;M;3;5;15;Luzern
3109;1;Kriens;Restaurant;United States;US;8.26;47.02;XS;S;2;3;6;Luzern
3110;1;Kriens;Shopping;United States;US;8.26;47.02;S;M;3;5;15;Luzern
3111;1;Kriens;Supermarket;United States;US;8.26;47.02;S;XXS;3;1;3;Luzern
3112;1;Kriens;Transportation;United States;US;8.26;47.02;S;M;3;5;15;Luzern
3113;1;Lauterbrunnen;Hotel;United States;US;7.89;46.55;S;XS;3;2;6;Luzern
3114;1;Lauterbrunnen;Supermarket;United States;US;7.89;46.55;XS;S;2;3;6;Luzern
3115;1;Lugano;Hotel;United States;US;8.98;46.01;M;XS;5;2;10;Luzern
3116;1;Lugano;Restaurant;United States;US;8.98;46.01;S;S;3;3;9;Luzern
3117;1;Lugano;Shopping;United States;US;8.98;46.01;M;XXS;5;1;5;Luzern
3118;1;Lugano;Supermarket;United States;US;8.98;46.01;XS;XS;2;2;4;Luzern
3119;1;Luzern;Bakeries;United States;US;8.33;47.05;XS;L;2;8;16;Luzern
3120;1;Luzern;Clocks, Jewelery;United States;US;8.33;47.05;XL;M;13;5;65;Luzern
3121;1;Luzern;Electronic Sales;United States;US;8.33;47.05;XS;S;2;3;6;Luzern
3122;1;Luzern;FoodStore;United States;US;8.33;47.05;XS;S;2;3;6;Luzern
3123;1;Luzern;Hotel;United States;US;8.33;47.05;M;XL;5;13;65;Luzern
3124;1;Luzern;Museum, Theater;United States;US;8.33;47.05;XS;S;2;3;6;Luzern
3125;1;Luzern;Other;United States;US;8.33;47.05;M;S;5;3;15;Luzern
3126;1;Luzern;Restaurant;United States;US;8.33;47.05;S;XXL;3;21;63;Luzern
3127;1;Luzern;Service Stations;United States;US;8.33;47.05;XS;XS;2;2;4;Luzern
3128;1;Luzern;Shopping;United States;US;8.33;47.05;S;XL;3;13;39;Luzern
3129;1;Luzern;Supermarket;United States;US;8.33;47.05;XS;XL;2;13;26;Luzern
3130;1;Luzern;Tourist Attractions;United States;US;8.33;47.05;S;M;3;5;15;Luzern
3131;1;Luzern;Transportation;United States;US;8.33;47.05;S;M;3;5;15;Luzern
3132;1;Monte Carasso;Restaurant;United States;US;8.97;46.2;XS;M;2;5;10;Luzern
3133;1;Monte Carasso;Service Stations;United States;US;8.97;46.2;XXS;S;1;3;3;Luzern
3134;1;Montreux;Hotel;United States;US;6.94;46.45;M;XS;5;2;10;Luzern
3135;1;Mürren;Hotel;United States;US;7.88;46.57;L;XS;8;2;16;Luzern
3136;1;Mürren;Restaurant;United States;US;7.88;46.57;S;S;3;3;9;Luzern
3137;1;Mürren;Shopping;United States;US;7.88;46.57;M;XS;5;2;10;Luzern
3138;1;Mürren;Transportation;United States;US;7.88;46.57;M;S;5;3;15;Luzern
3139;1;Pratteln;Restaurant;United States;US;7.69;47.52;XS;M;2;5;10;Luzern
3140;1;Rigi Kulm;Hotel;United States;US;8.55;47.05;S;XS;3;2;6;Luzern
3141;1;St. Gallen;Restaurant;United States;US;9.38;47.43;S;XXS;3;1;3;Luzern
3142;1;St. Moritz;Hotel;United States;US;9.82;46.49;XL;XS;13;2;26;Luzern
3143;1;Stans;Restaurant;United States;US;8.36;46.96;XS;S;2;3;6;Luzern
3144;1;Stans;Shopping;United States;US;8.36;46.96;S;XXS;3;1;3;Luzern
3145;1;Weggis;Hotel;United States;US;8.44;47.04;S;S;3;3;9;Luzern
3146;1;Weggis;Restaurant;United States;US;8.44;47.04;S;XS;3;2;6;Luzern
3147;1;Weggis;Transportation;United States;US;8.44;47.04;S;S;3;3;9;Luzern
3148;1;Wengen;Hotel;United States;US;7.91;46.6;L;S;8;3;24;Luzern
3149;1;Wengen;Supermarket;United States;US;7.91;46.6;XS;S;2;3;6;Luzern
3150;1;Wengen;Transportation;United States;US;7.91;46.6;S;S;3;3;9;Luzern
3151;1;Zermatt;Hotel;United States;US;7.75;45.99;S;S;3;3;9;Luzern
3152;1;Zermatt;Restaurant;United States;US;7.75;45.99;S;XS;3;2;6;Luzern
3153;1;Zermatt;Shopping;United States;US;7.75;45.99;M;XS;5;2;10;Luzern
3154;1;Zermatt;Supermarket;United States;US;7.75;45.99;XS;S;2;3;6;Luzern
3155;1;Zürich;Bakeries;United States;US;8.48;47.36;XS;M;2;5;10;Luzern
